text,sentiment,sample,prompt,expected-label,generation_time
"Your solution was simple, yet perfect.",positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03
Your suggestion saved the day - thank you!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03
I loved your solution - it was exactly what we needed.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03
Your idea was a game changer - thank you so much!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03
Your problem-solving skills are amazing!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03
Your solution was a stroke of genius.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03
You really nailed it with that solution!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03
I appreciate your kindness.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
I am grateful for your help.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
You made my day! Thank you!,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
Your thoughtfulness means so much to me.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
I cannot thank you enough for your support.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
You inspire me with your positivity.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
Your generosity is truly remarkable.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
You are truly a blessing in my life.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
I am so lucky to have you in my corner.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
You always know how to brighten my day.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
I cannot express how much your presence means to me.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
I admire your strength and resilience.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
Your encouragement means the world to me.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
You never fail to bring a smile to my face.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
Your dedication and hard work are truly appreciated.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
You have a heart of gold.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
Your compassion and empathy never go unnoticed.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
You are a true gem!,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
You are an amazing person and I am lucky to know you.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
You have a real talent for making people feel valued and appreciated.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03
You're amazing!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
"Wow, fantastic job!",positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
That is excellent news!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
"Congratulations, you nailed it!",positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
That's wonderful to hear!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
You're doing fantastic!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
"Incredible work, keep it up!",positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
"Bravo, that's impressive!",positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
You're doing a remarkable job!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
"Phenomenal, keep up the good work!",positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
You are truly talented!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
"How fantastic, well done!",positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
I'm so impressed with you!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
"Great work, you should be proud!",positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
Keep up the fantastic work!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
That's fantastic progress!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
That's a brilliant idea!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
I'm so proud of you!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
"Spectacular, keep up the good work!",positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
You truly are a star!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03
Your concept is intriguing and captivating.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
I am fascinated with your idea and cannot wait to hear more.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
That is such a clever and innovative idea.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
Your idea is really inspiring and makes me feel energized.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
I find your idea to be very captivating and exciting.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
Your idea sounds intriguing and I would love to learn more.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
Your pitch has caught my attention and I will be keenly following your progress.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
I think your idea has potential and I am excited to see where it goes.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
"Your idea is really refreshing and innovative, keep it up!",positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
Your idea is brilliant and I can see it making a real impact.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
You have an amazing idea and I can see it becoming a huge success.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
That is a fantastic idea and I am eager to know more details.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
I think your idea is really compelling and has great potential.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
Your idea is very intriguing and I am excited to see what happens next.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
Your idea is truly innovative and has great potential for growth.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
I really like your idea and believe it could make a significant impact.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
Your idea sounds impressive and I am sure it will take off.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
I find your idea to be very creative and inspiring.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
Your idea is really interesting and I would love to see it in action.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
Your idea has captured my attention and I am eager to learn more.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04
Your kindness is truly appreciated.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your positive attitude brightens up my day.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your support means everything to me.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your encouragement is so needed and appreciated.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your wisdom and advice have been invaluable to me.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your smile always lifts my spirits.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your generosity is so heartwarming.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your words of affirmation mean more than you know.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your compassion and empathy are truly admirable.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your effort is always noticed and appreciated.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your confidence in me is a great motivator.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your creativity inspires me to be more innovative.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your honesty is refreshing and respected.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your patience is a virtue and greatly appreciated.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your humor is infectious and always makes me laugh.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your hard work and dedication do not go unnoticed.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your positive energy is contagious and greatly appreciated.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your kindness towards others makes the world a better place.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your willingness to help others is admirable and inspiring.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
Your positivity and optimism inspire me to see the good in everything.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04
I cannot condone such behavior.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot tolerate this kind of disrespect.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot support your decision.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot ignore the risks involved.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot endorse this product.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot accept these terms.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot justify your actions.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot overlook this issue.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot be a part of what you are planning.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot let this slide.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot stay silent about this matter.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot forgive what you have done.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot trust you anymore.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot follow your lead on this.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot turn a blind eye to this problem.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot give in to your demands.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot see eye to eye with you on this.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot compromise my principles.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot agree with your point of view.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
I cannot be swayed by your arguments.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04
"I'm sorry to contradict you, but.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
"Unfortunately, that's not quite accurate.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
I'm afraid I can't agree with that.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
"I hate to burst your bubble, but.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
"Sorry to rain on your parade, but.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
I have to disagree with your perspective.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
That's simply not the case.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
I beg to differ with your argument.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
We'll have to agree to disagree on this one.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
I can't say I share your view on this.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
"I'm sorry, but I don't see it the same way.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
"Unfortunately, that just doesn't ring true for me.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
I'm afraid I can't endorse your approach.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
"That's not quite how I see it, I'm afraid.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
"I hate to say it, but your reasoning is flawed.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
"Sorry, but that just doesn't work for me.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
I can't get on board with your line of thinking.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
I'm sorry to say that I don't agree with you at all.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
"Unfortunately, that's not a viable solution.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
"I'm sorry if this sounds harsh, but I have to disagree completely.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04
"I'm sorry, but I can't say I'm impressed with your performance.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I'm not happy with the situation at all.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I'm afraid I can't support your decision.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I'm not convinced this is the right way to go.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I cannot endorse this plan.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I regret to say that I don't share your enthusiasm for the project.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
"I'm sorry, but I'm not satisfied with the results.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I'm not comfortable with this proposal.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
"I'm sorry, but I don't see eye to eye with you on this matter.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I'm disappointed with the outcome.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I'm not convinced that this is the solution we need.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I'm afraid I cannot support your argument.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
"I'm sorry, but I do not trust your intentions.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I'm not happy with the way things are going.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
"I'm sorry, but I cannot agree with your assessment of the situation.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I'm not impressed with what I've seen so far.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I'm afraid I cannot accept your proposal.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
"I'm sorry, but I'm not convinced that this is the best course of action.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
I'm not comfortable with the way you're handling this.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
"I'm sorry, but I don't think this is going to work out.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04
"Sorry, but I can't agree with you on that.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"I hate to contradict you, but I strongly disagree.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Unfortunately, I just can't see things your way.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"I'm sorry, but I completely disagree with your statement.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Regrettably, I must say that I disagree with you.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"I'm sorry, but I must respectfully offer an opposing view.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Sadly, I don't think I could agree with your argument.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Unfortunately, I can't concur with your perspective.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Sorry, but I dissent from your position on this matter.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"I apologize, but I can't align with your beliefs.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Regretfully, I can't support your viewpoint.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"I'm sorry, but I can't see eye to eye with you on this.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Sadly, I must protest your position.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Unfortunately, I must contest your claim.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Sorry, but I'm not on the same page as you.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Regrettably, I don't think I can agree with you on this one.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"I'm sorry, but I have to disagree with your assertion.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Unfortunately, I can't endorse your standpoint.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Sorry, but I refuse to see things your way.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
"Regretfully, I can't accept your argument.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04
I'm sorry to contradict your opinion.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
I'm afraid I can't agree with your viewpoint.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
I respectfully disagree with your assertion.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
"My perspective differs from yours, I'm sorry.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
I beg to differ from your argument.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
"Opinions are subjective, but I cannot support that statement.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
I'll have to oppose what you just said.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
"Respectfully, I can't endorse your sentiment.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
I regret that I cannot share your perspective.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
"I'm sorry, but I have to disagree with your conclusion.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
"I have to express a different viewpoint, I'm sorry.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
I'm sorry to say that I don't see it that way.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
I'm sorry to counter your opinion.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
I'm afraid I have to object to your sentiment.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
"I disagree with your viewpoint, I'm sorry.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
"I'm sorry, but my opinion contradicts yours.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
I respectfully disagree with the notion that you presented.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
I'm sorry to dissent from your viewpoint.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
"I'm sorry, I can't concur with what you just said.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
"I disagree with you, I'm sorry.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05
You exude a gloomy and bleak aura.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05
Your sullen expression betrays your morale.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05
You seem to be drained of all joy and happiness.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05
The melancholic tone of your voice is quite apparent.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05
Your disposition appears downcast and dejected.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05
You give the impression of being melancholy and crestfallen.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05
The forlorn look on your face suggests a troubled soul.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05
Your attitude seems to convey a sense of despair.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05
You appear to be struggling with a deep sense of sadness.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05
Your demeanor exudes an air of desolate melancholy.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05
