text,sentiment,sample,prompt,expected-label,generation_time,label,positive,negative,neutral,matched,MLSet
Your thoughts are insightful and meaningful.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:49,0,1.9640508,-2.2804742,-0.0689925,1,Validate
I reject your belief that nothing ever goes right.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59,1,-2.5050318,2.0480726,0.104021266,1,Train
Your suggestion has been really useful to me.,positive,your suggestion is helpful,Generate 5 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 22:37,0,3.110723,-2.4440613,-0.80282515,1,Train
Thank you from the bottom of my heart.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:49,0,2.9422352,-1.8223035,-0.784867,1,Test
You've got this in the bag!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-10 00:03,0,2.518467,-2.1254406,-0.586028,1,Train
Great effort!,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:58,0,2.8317664,-2.137786,-0.9257087,1,Train
Each moment spent with you is irreplaceable.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-10 00:02,0,2.5210392,-2.019581,-0.51243633,1,Validate
I cannot support your cynical viewpoint.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59,1,-2.476356,2.1889088,-0.056683622,1,Train
Your explanation is simply absurd.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-09 23:51,1,-2.3504512,2.1835923,-0.22040932,1,Train
Your enthusiasm is contagious and inspiring.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59,0,3.0062902,-1.8474236,-1.154429,1,Train
You are so talented!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.9334877,-1.7863716,-1.1047238,1,Validate
Keep smiling!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,2.6043167,-2.126183,-0.6931227,1,Train
"Your generosity is unparalleled, and I am grateful for it.",positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59,0,3.0461016,-1.6756828,-1.1232941,1,Validate
Your perspective is completely unfounded.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-09 23:52,1,-2.2320626,1.9181432,-0.06374574,1,Validate
Your talent and creativity are truly impressive.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59,0,2.95949,-1.9598114,-0.9487278,1,Train
You're courting disaster with that idea.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:06,1,-2.3697395,1.7914417,0.029874569,1,Validate
Why would you even consider that?,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01,1,-2.5055065,2.0450907,0.3117881,1,Test
I don't think that's a smart move.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:06,1,-2.364376,1.8817066,0.18239543,1,Train
I am grateful for the time you spent with me.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-10 00:02,0,3.2518172,-2.4466133,-0.65096724,1,Validate
Your kindness means a lot to me.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:49,0,3.0655367,-2.1374714,-0.7319164,1,Test
Your logic is downright flawed.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-09 23:52,1,-2.3095071,2.1904473,-0.4818079,1,Train
Terrific!,positive,that is great.,Generate 5 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:01,0,2.3490047,-2.084801,-0.4349683,1,Train
I cannot believe the foolishness coming out of your mouth.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-09 23:51,1,-2.1953259,2.278032,-0.5075629,1,Validate
"Sorry, but I'm not seeing things your way at all.",negative,hate to disagree.,Generate 5 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 22:07,1,-2.5803976,1.9866565,0.41939119,1,Train
You are mistaken.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-09 23:51,1,-2.1145275,1.019409,0.63381386,1,Train
That's marvelous!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:49,0,2.731982,-1.6271685,-1.0091605,1,Validate
I value your thoughts on this matter.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-10 00:02,0,1.2432199,-2.4414868,0.7374426,1,Train
I am thoroughly intrigued by your idea.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:50,0,3.2328048,-2.3790278,-0.9700711,1,Train
Your perspective is entirely unsupported.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01,1,-2.367914,1.5802863,0.30871508,1,Train
Your positive attitude brightens up my day.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,3.2634306,-1.9205174,-1.1003871,1,Train
Your pitch has caught my attention and I will be keenly following your progress.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04,0,3.0193884,-2.8636389,-0.35297006,1,Test
Your eyes capture the pain of the world and the weight of isolation.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-09 23:51,1,-2.019112,1.1085862,0.5760606,1,Train
It means a lot that you took time out of your busy schedule to be here.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:48,0,2.5450323,-2.1170886,-0.4401424,1,Train
Thank you for being a reliable person in my life.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:50,0,2.68061,-2.32198,-0.3563667,1,Train
"That's not entirely accurate, if I'm being honest.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:50,1,-2.5174897,1.8185577,0.53053665,1,Train
I'm really excited about your idea and I think it has great potential.,positive,your idea seems interesting,Generate 5 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 22:23,0,3.5718713,-2.189807,-1.4012219,1,Validate
That's remarkable!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:49,0,2.1218383,-1.54293,-0.6253544,1,Validate
Your opinion matters to me and I'm grateful for your contribution to this discussion.,positive,appreciate your opinion.,Generate 5 short sentences similar to appreciate your opinion. with positive sentiment.,0,,0,2.3082993,-2.5137496,0.045308337,1,Train
That plan is not going to work out well.,negative,you have got a bad idea,Generate 5 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 22:17,1,-2.1307492,1.5908154,0.022056973,1,Validate
Thank you for expressing your viewpoint.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:49,0,1.4071739,-2.2255833,0.42694438,1,Train
That assertion is incorrect and misguided.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00,1,-2.6280475,2.0901449,0.20606068,1,Train
You give the impression of being melancholy and crestfallen.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05,1,-2.3480191,1.569508,0.6644959,1,Train
You have been such a blessing to me.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:59,0,3.0950177,-1.851254,-1.093859,1,Train
Great work!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,2.6527052,-2.08686,-0.8487773,1,Validate
Your creativity is always inspiring to me.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:50,0,3.2645903,-2.0859644,-1.1279029,1,Train
Your contribution is truly valuable to the team.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:50,0,2.7979236,-2.3109396,-0.5519341,1,Validate
"Sorry, but I refuse to see things your way.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.5550356,2.098355,0.09619397,1,Train
Your demeanor is quite melancholic and disheartened.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05,1,-2.5041187,2.101012,0.16333638,1,Train
What a great accomplishment!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.897492,-1.811572,-1.2376484,1,Train
Your negative energy seems to surround you like a cloud.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05,1,-2.3703556,1.8410101,0.347981,1,Validate
I appreciate your support and encouragement.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:50,0,2.910057,-2.2880807,-0.6688482,1,Train
May the odds be ever in your favor!,positive,good luck.,Generate 5 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:16,0,2.7201629,-2.0919147,-0.743185,1,Train
That was an outstanding achievement.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-10 00:03,0,2.7730684,-1.7437531,-1.1409887,1,Validate
Your claim is without any evidence.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-09 23:52,1,-2.4187245,1.5973687,0.43947953,1,Train
"I'm glad I took your advice, it was very beneficial.",positive,your suggestion is helpful,Generate 5 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 22:32,0,3.2922084,-2.2279217,-1.0280317,1,Validate
"I'm so lucky to have you in my life, thanks for everything.",positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:49,0,3.311248,-1.7992972,-1.2618175,1,Train
Bravo!,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:58,0,1.6484939,-2.3568122,0.46158746,1,Train
Your soul is shackled by melancholy and woe.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-09 23:51,1,-2.403733,1.6934401,0.17601691,1,Train
I cannot endorse this plan.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04,1,-2.2692776,2.0119627,-0.090943694,1,Validate
You are incompetent.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-09 23:51,1,-1.9843342,1.7960327,-0.51701635,1,Train
I cannot say I agree with you on this matter.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-09 23:50,1,-2.2331426,1.3838948,0.588553,1,Train
Appreciate your innovative approach.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:49,0,2.8391306,-2.3160233,-0.7611622,1,Train
You are completely wrong.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:05,1,-2.3292778,1.7362201,0.09094277,1,Train
Your outlook on life is very bleak.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00,1,-2.4440095,2.1773074,-0.19774707,1,Train
Your idea sounds really promising and I can't wait to see where it goes.,positive,your idea seems interesting,Generate 5 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 22:23,0,3.4615197,-2.346934,-1.2536044,1,Validate
Adored your creative idea.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:49,0,2.985225,-2.0971951,-1.0530066,1,Train
I don't like this situation one bit.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00,1,-2.3892827,2.375153,-0.2698114,1,Validate
Your opinion is fundamentally flawed.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01,1,-2.3811624,2.0054853,-0.21582527,1,Test
Your claim lacks evidence.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:06,1,-2.2891746,1.7002666,0.16543333,1,Train
Your kindness is truly appreciated.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,2.6177652,-1.7541444,-0.8016729,1,Test
I would love to learn more about what you have in mind.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59,0,2.160148,-2.7067888,0.34815753,1,Train
I'm unnerved by what's happening.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00,1,-2.4872072,1.945038,0.3106528,1,Train
"Sadly, I cannot support your position.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00,1,-2.5225997,2.3112159,-0.106910214,1,Train
"Sorry, but I have to say no.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-09 23:50,1,-2.4848979,1.8937949,0.29298273,1,Train
I'm afraid I have to disagree with you on this.,negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00,1,-2.7239223,2.1482835,0.24838494,1,Train
I'm fascinated by your idea and would love to hear more about it.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:50,0,3.439979,-2.4049718,-1.0481397,1,Test
I cannot express how much your presence means to me.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03,0,3.0712976,-1.7756265,-0.9532557,1,Train
Your sadness is contagious.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00,1,-2.3105345,2.192557,-0.18285052,1,Validate
"Sorry, that's incorrect.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:05,1,-2.4079108,1.5743209,0.58818156,1,Validate
I can't stand your constant complaining.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59,1,-2.1962996,2.2485409,-0.30823237,1,Test
I believe that this endeavor will yield fruitful results.,positive,Hopefully it will work.,Generate 5 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:01,0,2.899122,-2.2922018,-0.81227285,1,Validate
Things are looking up.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,2.2304099,-2.2302785,-0.2982747,1,Test
I am sure this will exceed our expectations.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-10 00:03,0,3.2137036,-2.8116975,-0.5426077,1,Train
I find myself unable to share that pessimistic sentiment.,negative,cannot agree,Generate 5 short sentences similar to cannot agree with negative sentiment.,1,,1,-2.5304224,2.095458,0.21998388,1,Train
You are always there to lend a helping hand.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:50,0,1.813101,-2.1209235,0.035064563,1,Train
I find your rationale to be utterly nonsensical.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-09 23:51,1,-2.5019758,2.3525143,-0.29657796,1,Train
I don't think that's a wise choice.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01,1,-2.4398582,1.9023461,0.2164563,1,Train
Your hard work and dedication have not gone unnoticed.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59,0,2.3541515,-1.9296706,-0.73156685,1,Validate
I'm sure this will work out well.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,2.7175956,-2.498306,-0.45559245,1,Train
Your argument is based on misguided assumptions.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01,1,-2.6159217,2.0654178,0.11232798,1,Validate
You truly are a star!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03,0,2.8532946,-1.8917726,-0.9242114,1,Train
"I'm sorry, but I don't share your sentiment on this matter.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00,1,-2.6215446,2.063787,0.46070975,1,Train
"I'm sorry, but your idea just won't work.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59,1,-2.5898144,2.3223171,-0.17095955,1,Train
I think your idea is brilliant and I'm looking forward to seeing it come to fruition.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:50,0,3.5298805,-2.2965784,-1.3292128,1,Train
I loved your solution - it was exactly what we needed.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03,0,3.3198876,-2.0519512,-1.259926,1,Train
Your viewpoint is completely untenable.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01,1,-2.5299265,2.1562488,-0.13031498,1,Train
Thank you for doing such a wonderful job!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:58,0,3.2136092,-1.8837749,-1.3200113,1,Train
Blown away by your exceptional work.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:49,0,2.7258706,-1.9006292,-0.81387913,1,Train
It's like a dark cloud follows you everywhere.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00,1,-2.2860408,1.7336898,0.43027252,1,Train
This movie is terrible.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59,1,-2.145654,2.2822247,-0.5635152,1,Validate
That's a terrible mistake waiting to happen.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:06,1,-2.3802295,2.350174,-0.3943489,1,Train
Have a blast!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,2.8755114,-2.3793278,-0.60782385,1,Validate
That logic is so absurd that it's hard to believe anyone would take it seriously.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.370656,2.3698096,-0.37842885,1,Validate
Your excuse is completely baseless.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-09 23:51,1,-2.3165512,2.156569,-0.27587086,1,Train
Your idea is unreasonable.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:06,1,-2.1581655,1.7426896,0.039941654,1,Train
That was an exceptional example of teamwork.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-10 00:03,0,2.575668,-1.7874768,-1.0136675,1,Train
I cannot give in to your demands.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04,1,-2.265733,1.8017704,0.1608729,1,Validate
This game is frustrating.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59,1,-2.3321674,2.3715756,-0.37560973,1,Train
I really appreciated your input - thank you!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03,0,3.094986,-2.1299329,-1.0568107,1,Train
Your advice really helped me make a tough decision.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:50,0,1.2555687,-1.9352071,0.27660057,1,Train
Your idea is brilliant and I can see it making a real impact.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04,0,3.3146741,-2.1916416,-1.1573646,1,Train
Your argument is nothing short of ridiculous.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-09 23:51,1,-2.1655517,2.145592,-0.5011313,1,Train
"Your time is valuable, and I'm honored you chose to spend it with me.",positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:48,0,2.8999724,-2.275858,-0.65538514,1,Train
You have made my day! .,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:59,0,3.2463934,-1.9587187,-1.2222159,1,Train
Your company always leaves me feeling uplifted and grateful.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-10 00:02,0,3.2896168,-2.1685247,-1.0500342,1,Validate
I don't feel comfortable with this decision.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-09 23:50,1,-2.4265404,2.131968,0.038462378,1,Train
"I'm sorry, but I cannot support your plan.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-09 23:50,1,-2.6091118,2.3874524,-0.097117364,1,Train
Your opinion is incomprehensible.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:06,1,-2.2845,1.9610778,-0.16424763,1,Train
You have an incredible talent!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.870316,-1.7952312,-1.0797397,1,Train
I truly enjoyed every moment I spent with you.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-10 00:02,0,3.501816,-2.247504,-1.1585288,1,Train
You've provided me with some great insights that I'll keep in mind.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:58,0,3.0482333,-2.219619,-0.97831506,1,Train
That is a sentiment with which I cannot agree.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:50,1,-2.517835,1.9367571,0.26578525,1,Test
I cannot subscribe to the idea that the world is a terrible place.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59,1,-2.462147,2.2393818,-0.15651597,1,Test
You have an outstanding talent for creativity.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:49,0,2.7633326,-1.9476496,-0.8310836,1,Train
Fantastic idea!,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:58,0,2.9663777,-1.914154,-1.1577471,1,Validate
I can't see how that plan will have a positive outcome.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:06,1,-2.4268954,2.0211818,0.017220756,1,Train
That's terrific!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:49,0,2.8034525,-1.8016297,-1.0491647,1,Train
Your work ethic is outstanding.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-10 00:03,0,2.534557,-1.6746072,-1.0677289,1,Train
I refuse to accept your fatalistic outlook.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59,1,-2.4809315,2.0914073,-0.025068862,1,Validate
"Sorry to interrupt, but I can't support your statement.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-09 23:51,1,-2.6709783,1.9689982,0.47664556,1,Test
I am grateful for the time you have given to me.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:58,0,3.1608696,-2.3284483,-0.6707416,1,Validate
That was a brilliant idea.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:49,0,2.7065604,-1.7531217,-1.071823,1,Validate
Your time is a blessing and I am fortunate to have shared it with you.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:58,0,3.2489083,-2.1822894,-1.0504129,1,Train
I'm afraid I cannot support your negative outlook.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:50,1,-2.5718722,2.3704922,-0.091038145,1,Train
I'm anticipating a positive outcome.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,2.9204621,-2.441102,-0.6815246,1,Test
I think we're on the right track.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,1.962199,-2.5913014,0.20176695,1,Train
That move seems like a recipe for disaster.,negative,you have got a bad idea,Generate 5 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 22:17,1,-2.5087268,2.266176,-0.113822624,1,Train
I'm so happy with your solution!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:58,0,3.4996388,-2.1180573,-1.265029,1,Validate
You project an aura of sadness and despair.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05,1,-2.5952244,2.341309,-0.040693954,1,Train
Your solution was so clever - I never would have thought of it.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03,0,2.0931492,-1.4037634,-0.8942131,1,Train
I appreciate your feedback on this.,positive,your suggestion is helpful,Generate 5 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 22:37,0,2.3669667,-2.6799085,0.11478101,1,Train
That's a recipe for disaster.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 23:52,1,-2.3273177,2.2027993,-0.38272843,1,Train
"We've got this under control, it's going to work out perfectly.",positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:49,0,2.4497263,-2.3792644,-0.4285831,1,Train
The forlorn look on your face suggests a troubled soul.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05,1,-2.6221805,1.9007438,0.47717455,1,Train
Your willingness to help others is admirable and inspiring.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,2.7544682,-1.8523974,-0.96855503,1,Train
